layer,research_code,parent_research_code,name_ar,name_fr,latitude,longitude,source_locator,existing_entity_id
imada,2259765,2259,شواولة,Cheouaoula,36.707381,8.848161,ADM4 row / research sector code 2259765; dated ADM3 parent 2259,
imada,2259764,2259,البلدية,El Baldia,36.681328,8.856895,ADM4 row / research sector code 2259764; dated ADM3 parent 2259,
imada,2259762,2259,غزالة,Ghezala,36.656461,8.862097,ADM4 row / research sector code 2259762; dated ADM3 parent 2259,
imada,2259772,2259,بولعابة,Boulaaba,36.637045,8.820891,ADM4 row / research sector code 2259772; dated ADM3 parent 2259,
imada,31631023,3163,سيدي الهاني الغربية,Sidi El Heni Ouest,35.701962,10.25248,ADM4 row / research sector code 31631023; dated ADM3 parent 3163,
imada,2257755,2257,القلعة,El Galâa,36.548889,8.473045,ADM4 row / research sector code 2257755; dated ADM3 parent 2257,
imada,2257746,2257,المعدن,El Mâaden,36.595879,8.434918,ADM4 row / research sector code 2257746; dated ADM3 parent 2257,
imada,2257752,2257,فرقصان,Forgassen,36.554524,8.395876,ADM4 row / research sector code 2257752; dated ADM3 parent 2257,
imada,2257753,2257,فج حسين,Fej Hassine,36.382224,8.447731,ADM4 row / research sector code 2257753; dated ADM3 parent 2257,
imada,2257745,2257,غار الدماء الشمالية‎,Ghardimaou Nord,36.449562,8.434475,ADM4 row / research sector code 2257745; dated ADM3 parent 2257,
imada,2257744,2257,غار الدماء‎,Ghardimaou,36.446195,8.444037,ADM4 row / research sector code 2257744; dated ADM3 parent 2257,
imada,2257750,2257,الدورة,Ed-Daoura,36.473896,8.466454,ADM4 row / research sector code 2257750; dated ADM3 parent 2257,
imada,2257747,2257,الرخاء,Er-Rakha,36.436756,8.422012,ADM4 row / research sector code 2257747; dated ADM3 parent 2257,
imada,2257754,2257,مراسن,Mrassen,36.486794,8.398502,ADM4 row / research sector code 2257754; dated ADM3 parent 2257,
imada,2257748,2257,عين سلطان,Aîn Soltane,36.526848,8.344169,ADM4 row / research sector code 2257748; dated ADM3 parent 2257,
imada,2257751,2257,الصرية,Es-Sraia,36.464244,8.26037,ADM4 row / research sector code 2257751; dated ADM3 parent 2257,
imada,2257749,2257,وشتاتة,Ouechtata,36.502755,8.249784,ADM4 row / research sector code 2257749; dated ADM3 parent 2257,
imada,2258759,2258,حكيم الشمالية,Hakim Nord,36.490871,8.632772,ADM4 row / research sector code 2258759; dated ADM3 parent 2258,
imada,2258760,2258,حكيم الجنوبية,Hakim Sud,36.438549,8.62226,ADM4 row / research sector code 2258760; dated ADM3 parent 2258,
imada,2258756,2258,واد مليز الشرقية,Oued Meliz Est,36.448914,8.561661,ADM4 row / research sector code 2258756; dated ADM3 parent 2258,
imada,2258757,2258,واد مليز الغربية,Oued Meliz Ouest,36.437782,8.515298,ADM4 row / research sector code 2258757; dated ADM3 parent 2258,
imada,2258758,2258,دخايلية,Dkhaïlia,36.524571,8.52019,ADM4 row / research sector code 2258758; dated ADM3 parent 2258,
imada,2252692,2252,الزهور,Ezzouhour,36.575442,8.832664,ADM4 row / research sector code 2252692; dated ADM3 parent 2252,
imada,2252695,2252,بلاريجيا,Bulla-regja,36.552117,8.774565,ADM4 row / research sector code 2252695; dated ADM3 parent 2252,
imada,2252690,2252,الفردوس,El Ferdous,36.50658,8.734052,ADM4 row / research sector code 2252690; dated ADM3 parent 2252,
imada,2252696,2252,زطفورة,Zatfoura,36.568776,8.682176,ADM4 row / research sector code 2252696; dated ADM3 parent 2252,
imada,2252694,2252,السواني,Es-Souani,36.530205,8.669274,ADM4 row / research sector code 2252694; dated ADM3 parent 2252,
imada,2252697,2252,شمتو,Chemtou,36.526798,8.583462,ADM4 row / research sector code 2252697; dated ADM3 parent 2252,
imada,2252699,2252,سوق الجمعة,Souk Djemâa,36.580964,8.596902,ADM4 row / research sector code 2252699; dated ADM3 parent 2252,
imada,2252698,2252,الدير,Ed-Dir,36.573857,8.551909,ADM4 row / research sector code 2252698; dated ADM3 parent 2252,
imada,2251680,2251,النور,En-Nour,36.507734,8.786095,ADM4 row / research sector code 2251680; dated ADM3 parent 2251,
imada,2251679,2251,جندوبة الجنوبية,Jendouba Sud,36.496016,8.782049,ADM4 row / research sector code 2251679; dated ADM3 parent 2251,
imada,2251678,2251,الزغايدة,Ezzeghaida,36.50402,8.771112,ADM4 row / research sector code 2251678; dated ADM3 parent 2251,
imada,2252691,2252,الهادي بن حسين,El Hédi Ben Hassine,36.520403,8.764276,ADM4 row / research sector code 2252691; dated ADM3 parent 2252,
imada,2359841,2359,الزيتونة,Ezzitouna,35.778817,8.976458,ADM4 row / research sector code 2359841; dated ADM3 parent 2359,
imada,2359836,2359,القصور,El Ksour,35.904464,8.897893,ADM4 row / research sector code 2359836; dated ADM3 parent 2359,
imada,2359839,2359,اللواتة,Louata,35.81798,9.010738,ADM4 row / research sector code 2359839; dated ADM3 parent 2359,
imada,2359838,2359,بانو,Banou,35.791356,8.922177,ADM4 row / research sector code 2359838; dated ADM3 parent 2359,
imada,2359837,2359,عين القصيبة,Aïn El Ksiba,35.783498,8.862946,ADM4 row / research sector code 2359837; dated ADM3 parent 2359,
imada,2359840,2359,عين فضيل,Aïn Fedhil,35.914755,9.009611,ADM4 row / research sector code 2359840; dated ADM3 parent 2359,
imada,2360847,2360,ابة,Ebba,35.940969,8.780373,ADM4 row / research sector code 2360847; dated ADM3 parent 2360,
imada,2360843,2360,الدهماني الشمالية,Dahmani Nord,35.946714,8.823083,ADM4 row / research sector code 2360843; dated ADM3 parent 2360,
imada,2360842,2360,الدهماني,Dahmani,35.940708,8.838949,ADM4 row / research sector code 2360842; dated ADM3 parent 2360,
imada,2360844,2360,الزوارين,Zouarine,35.97625,8.913185,ADM4 row / research sector code 2360844; dated ADM3 parent 2360,
imada,2360848,2360,المداينة,El Medeïna,35.888132,8.833189,ADM4 row / research sector code 2360848; dated ADM3 parent 2360,
imada,2360845,2360,ثرمدة,Thermda,36.042768,8.830997,ADM4 row / research sector code 2360845; dated ADM3 parent 2360,
imada,2360850,2360,سيدي بركات الجنوبية,Sidi Baraket Sud,35.818566,8.805682,ADM4 row / research sector code 2360850; dated ADM3 parent 2360,
imada,2360849,2360,سيدي بركات الشمالية,Sidi Baraket Nord,35.831137,8.75358,ADM4 row / research sector code 2360849; dated ADM3 parent 2360,
imada,2360846,2360,عبيدة,Abida,36.020543,8.73989,ADM4 row / research sector code 2360846; dated ADM3 parent 2360,
imada,2355815,2355,برج الديوانة,Borj Eddiouana,35.916678,8.419254,ADM4 row / research sector code 2355815; dated ADM3 parent 2355,
imada,2355807,2355,عين الابار,Aïn El Abar,35.857712,8.486647,ADM4 row / research sector code 2355807; dated ADM3 parent 2355,
imada,2355814,2355,منزل سالم,Menzel Salem,35.850892,8.476028,ADM4 row / research sector code 2355814; dated ADM3 parent 2355,
imada,2358832,2358,الجريصة الجنوبية,Djerissa Sud,35.838474,8.624793,ADM4 row / research sector code 2358832; dated ADM3 parent 2358,
imada,2358831,2358,الجريصة الشمالية,Djérissa Nord,35.846935,8.643788,ADM4 row / research sector code 2358831; dated ADM3 parent 2358,
imada,2358830,2358,الجريصة المركزية,Djerissa Centre,35.844051,8.620648,ADM4 row / research sector code 2358830; dated ADM3 parent 2358,
imada,2358835,2358,النعايم,Enneayem,35.779277,8.631041,ADM4 row / research sector code 2358835; dated ADM3 parent 2358,
imada,2358833,2358,بسريانة,Besseriana,35.826555,8.581369,ADM4 row / research sector code 2358833; dated ADM3 parent 2358,
imada,2358834,2358,فج التمر,Fej Ettameur,35.836793,8.680124,ADM4 row / research sector code 2358834; dated ADM3 parent 2358,
imada,52521767,5252,اللبة,El Labba,33.271184,10.512212,ADM4 row / research sector code 52521767; dated ADM3 parent 5252,
imada,52551800,5255,جرجيس,Zarzis,33.424167,11.101554,ADM4 row / research sector code 52551800; dated ADM3 parent 5255,
imada,52551801,5255,20مارس,20 mars,33.508355,11.101771,ADM4 row / research sector code 52551801; dated ADM3 parent 5255,
imada,52521772,5252,السويطير,Souitir,33.379999,10.722604,ADM4 row / research sector code 52521772; dated ADM3 parent 5252,
imada,52521765,5252,مدنين الجنوبية,Mednine Sud,33.330833,10.503354,ADM4 row / research sector code 52521765; dated ADM3 parent 5252,
imada,52521766,5252,مدنين الشرقية,Mednine Est,33.354908,10.51289,ADM4 row / research sector code 52521766; dated ADM3 parent 5252,
imada,52521768,5252,حسي عمر,Hessi Amor,33.323547,10.591849,ADM4 row / research sector code 52521768; dated ADM3 parent 5252,
imada,52591847,5259,الراقوبة الغربية,Er Ragouba Ouest,33.482547,10.381274,ADM4 row / research sector code 52591847; dated ADM3 parent 5259,
imada,52541790,5254,الصياح,Essayah,33.17202,11.365074,ADM4 row / research sector code 52541790; dated ADM3 parent 5254,
imada,52511760,5251,20مارس,20 Mars,33.351881,10.464234,ADM4 row / research sector code 52511760; dated ADM3 parent 5251,
imada,52591846,5259,الراقوبة الشرقية,Er Ragouba Est,33.47823,10.437187,ADM4 row / research sector code 52591846; dated ADM3 parent 5259,
imada,52511763,5251,ام التمر الشرقية,Oum Ettameur Est,33.402408,10.408819,ADM4 row / research sector code 52511763; dated ADM3 parent 5251,
imada,52511764,5251,كوتين,Koutine,33.451182,10.338758,ADM4 row / research sector code 52511764; dated ADM3 parent 5251,
imada,52541788,5254,بن قردان الشمالية,Ben Guerdane Nord,33.143923,11.215384,ADM4 row / research sector code 52541788; dated ADM3 parent 5254,
imada,52541789,5254,بن قردان الجنوبية,Ben Guerdane Sud,33.134524,11.223602,ADM4 row / research sector code 52541789; dated ADM3 parent 5254,
imada,52541791,5254,جميلة,Jamila,33.039981,11.413083,ADM4 row / research sector code 52541791; dated ADM3 parent 5254,
imada,52541798,5254,الشهبانية,Chahbania,33.218554,10.733137,ADM4 row / research sector code 52541798; dated ADM3 parent 5254,
imada,52541792,5254,المعمرات,El Mâamerat,32.675848,11.36354,ADM4 row / research sector code 52541792; dated ADM3 parent 5254,
imada,52511761,5251,مدنين الشمالية,Mednine Nord,33.37049,10.488151,ADM4 row / research sector code 52511761; dated ADM3 parent 5251,
imada,52541793,5254,العامرية,El Amria,32.719252,11.192081,ADM4 row / research sector code 52541793; dated ADM3 parent 5254,
imada,52551805,5255,السويحل,Essouihel,33.540285,11.10304,ADM4 row / research sector code 52551805; dated ADM3 parent 5255,
imada,52531786,5253,البحيرة,El Behira,33.334651,10.227132,ADM4 row / research sector code 52531786; dated ADM3 parent 5253,
imada,52551806,5255,واد التياب,Oued Ettieb,33.525085,11.055962,ADM4 row / research sector code 52551806; dated ADM3 parent 5255,
imada,52551807,5255,حسي الجربي,Hassi El Jerbi,33.613329,11.025678,ADM4 row / research sector code 52551807; dated ADM3 parent 5255,
imada,52551814,5255,العقلة,El Ogla,33.559987,11.074421,ADM4 row / research sector code 52551814; dated ADM3 parent 5255,
imada,52511758,5251,02ماي,2 Mai,33.325356,10.478625,ADM4 row / research sector code 52511758; dated ADM3 parent 5251,
imada,52531778,5253,ورجيجن,Ouarjijene,33.217362,10.384113,ADM4 row / research sector code 52531778; dated ADM3 parent 5253,
imada,52591845,5259,عمرة,Amra,33.42862,10.531945,ADM4 row / research sector code 52591845; dated ADM3 parent 5259,
imada,52511762,5251,ام التمر الغربية,Oum Ettameur Ouest,33.370753,10.347106,ADM4 row / research sector code 52511762; dated ADM3 parent 5251,
imada,52551812,5255,القريبيس,El Grebis,33.532687,10.937668,ADM4 row / research sector code 52551812; dated ADM3 parent 5255,
imada,52531775,5253,بني خداش,Beni-Khedech,33.259237,10.211304,ADM4 row / research sector code 52531775; dated ADM3 parent 5253,
imada,52591842,5259,المغزاوية,El Maghzaouia,33.620311,10.60735,ADM4 row / research sector code 52591842; dated ADM3 parent 5259,
imada,52551815,5255,شماخ,Chammakh,33.587638,10.992877,ADM4 row / research sector code 52551815; dated ADM3 parent 5255,
imada,52531777,5253,الدخيلة,Eddekhila,33.266026,10.338737,ADM4 row / research sector code 52531777; dated ADM3 parent 5253,
imada,52551808,5255,خوي الغدير,Khaoui El Ghedir,33.516808,10.997859,ADM4 row / research sector code 52551808; dated ADM3 parent 5255,
imada,52551809,5255,حمادي,Hamadi,33.497048,11.083079,ADM4 row / research sector code 52551809; dated ADM3 parent 5255,
imada,52521769,5252,وادي السدر,Oued Esseder,33.277043,10.643741,ADM4 row / research sector code 52521769; dated ADM3 parent 5252,
imada,52521770,5252,حسي مدنين,Hessi Mednine,33.433375,10.623691,ADM4 row / research sector code 52521770; dated ADM3 parent 5252,
imada,52531787,5253,القصر الجديد,Ksar El Jedid,33.304639,10.289875,ADM4 row / research sector code 52531787; dated ADM3 parent 5253,
imada,52551802,5255,الطاهر صفر,Tahar Sfar,33.51147,11.112521,ADM4 row / research sector code 52551802; dated ADM3 parent 5255,
imada,52591840,5259,سيدي مخلوف,Sidi Makhlouf,33.519608,10.491271,ADM4 row / research sector code 52591840; dated ADM3 parent 5259,
imada,52541795,5254,الوراسنية,Ourasnia,33.186233,11.070615,ADM4 row / research sector code 52541795; dated ADM3 parent 5254,
imada,52591841,5259,القرين,El Grine,33.608294,10.516497,ADM4 row / research sector code 52591841; dated ADM3 parent 5259,
imada,52541799,5254,شارب الراجل,Chareb Errajel,33.245159,11.099127,ADM4 row / research sector code 52541799; dated ADM3 parent 5254,
imada,52541794,5254,الطابعي,Ettabaï,33.039338,11.099161,ADM4 row / research sector code 52541794; dated ADM3 parent 5254,
imada,52551813,5255,حمادي بو تفاحة,Hamadi Boutoufaha,33.370664,11.033427,ADM4 row / research sector code 52551813; dated ADM3 parent 5255,
imada,52521773,5252,عمر الجديدة,Nouvelle Amra,33.442022,10.598677,ADM4 row / research sector code 52521773; dated ADM3 parent 5252,
imada,52521774,5252,بوغرارة,Bou-Ghrara,33.561115,10.664506,ADM4 row / research sector code 52521774; dated ADM3 parent 5252,
imada,52541796,5254,جلال,Jallel,33.120418,11.030954,ADM4 row / research sector code 52541796; dated ADM3 parent 5254,
imada,52541797,5254,النفاتية,Neffatia,33.194735,10.891708,ADM4 row / research sector code 52541797; dated ADM3 parent 5254,
imada,52551810,5255,هشام الحمادي,Hichem E l Hamadi,33.460656,10.962649,ADM4 row / research sector code 52551810; dated ADM3 parent 5255,
imada,52551811,5255,الغرابات,El Ghorabet,33.405565,10.849982,ADM4 row / research sector code 52551811; dated ADM3 parent 5255,
imada,52551804,5255,البساتين,El Bassatine,33.529135,11.091348,ADM4 row / research sector code 52551804; dated ADM3 parent 5255,
imada,52531785,5253,الحميمة,El Hamaïma,33.378665,10.179525,ADM4 row / research sector code 52531785; dated ADM3 parent 5253,
imada,52599999,5259,الدرجاوة,Ed-Derjaoua,33.540688,10.461741,ADM4 row / research sector code 52599999; dated ADM3 parent 5259,
imada,52531779,5253,وادي الخيل,Oued El Khil,33.187184,10.288435,ADM4 row / research sector code 52531779; dated ADM3 parent 5253,
imada,52531783,5253,المنزلة,El Menzela,33.270568,9.957942,ADM4 row / research sector code 52531783; dated ADM3 parent 5253,
imada,52551803,5255,الجدارية,Ejdaria,33.328765,11.15622,ADM4 row / research sector code 52551803; dated ADM3 parent 5255,
imada,52531784,5253,زمور,Zammour,33.245878,10.043743,ADM4 row / research sector code 52531784; dated ADM3 parent 5253,
imada,52511757,5251,بني عزيل,Beni Ghezaïl,33.286994,10.432875,ADM4 row / research sector code 52511757; dated ADM3 parent 5251,
imada,52511759,5251,مدنين الغربية,Mednine Ouest,33.33655,10.472131,ADM4 row / research sector code 52511759; dated ADM3 parent 5251,
imada,52531780,5253,الزغاية,Zghaya,33.101994,10.063169,ADM4 row / research sector code 52531780; dated ADM3 parent 5253,
imada,52531781,5253,البنية,El Benaina,33.165778,10.103376,ADM4 row / research sector code 52531781; dated ADM3 parent 5253,
imada,52591848,5259,الغباي,El Ghabai,33.434082,10.467833,ADM4 row / research sector code 52591848; dated ADM3 parent 5259,
imada,52531776,5253,رحالة,Rahala,33.237728,10.261202,ADM4 row / research sector code 52531776; dated ADM3 parent 5253,
imada,52591849,5259,القصبة,El Gosba,33.57011,10.422728,ADM4 row / research sector code 52591849; dated ADM3 parent 5259,
imada,52531782,5253,الفجيج,El Fejij,33.206212,10.03921,ADM4 row / research sector code 52531782; dated ADM3 parent 5253,
imada,52591843,5259,الجرف,El Jourf,33.66094,10.689191,ADM4 row / research sector code 52591843; dated ADM3 parent 5259,
imada,52521771,5252,الدرغولية,Darghoulia,33.417397,10.669877,ADM4 row / research sector code 52521771; dated ADM3 parent 5252,
imada,52591844,5259,بدوي,Bedoui,33.519183,10.556597,ADM4 row / research sector code 52591844; dated ADM3 parent 5259,
imada,53551898,5355,القرضاب,El Ghordhab,33.085177,10.494042,ADM4 row / research sector code 53551898; dated ADM3 parent 5355,
imada,53551897,5355,الزهور,Ezzouhour,33.060254,10.328013,ADM4 row / research sector code 53551897; dated ADM3 parent 5355,
imada,53551896,5355,الواحة,El Ouaha,33.05854,10.337614,ADM4 row / research sector code 53551896; dated ADM3 parent 5355,
imada,53551895,5355,غمراسن,Ghomrassen,33.061922,10.351627,ADM4 row / research sector code 53551895; dated ADM3 parent 5355,
imada,53511852,5351,النصر,En-Nasr,32.935851,10.459791,ADM4 row / research sector code 53511852; dated ADM3 parent 5351,
imada,53531887,5353,بني مهيرة الشرقية,Beni Mehira Est,32.664053,10.963568,ADM4 row / research sector code 53531887; dated ADM3 parent 5353,
imada,53531886,5353,قصر مهيرة,Ksar Mehira,32.708434,10.871966,ADM4 row / research sector code 53531886; dated ADM3 parent 5353,
imada,53531885,5353,قصر عون,Ksar Aoun,32.701403,11.005612,ADM4 row / research sector code 53531885; dated ADM3 parent 5353,
imada,53531884,5353,المرة,El Morra,32.641079,11.11946,ADM4 row / research sector code 53531884; dated ADM3 parent 5353,
imada,53531883,5353,الرهاش,Errahech,32.932895,10.881095,ADM4 row / research sector code 53531883; dated ADM3 parent 5353,
imada,53521872,5352,شنني الجديدة,Nouvelle Chnini,32.899164,10.106516,ADM4 row / research sector code 53521872; dated ADM3 parent 5352,
imada,53511860,5351,جاتمة,Khetma,32.877387,10.605654,ADM4 row / research sector code 53511860; dated ADM3 parent 5351,
imada,53511859,5351,قطوفة,Gattoufa,32.938882,10.559785,ADM4 row / research sector code 53511859; dated ADM3 parent 5351,
imada,53511858,5351,الزهراء,Ezzahra,32.536264,10.850907,ADM4 row / research sector code 53511858; dated ADM3 parent 5351,
imada,53541894,5354,البساتين,El Bassatine,33.205315,10.471095,ADM4 row / research sector code 53541894; dated ADM3 parent 5354,
imada,53541893,5354,المدينة,El Medina,33.132054,10.466872,ADM4 row / research sector code 53541893; dated ADM3 parent 5354,
imada,53541892,5354,قراقر,Grager,33.100487,10.394428,ADM4 row / research sector code 53541892; dated ADM3 parent 5354,
imada,53541891,5354,العرقوب,El Argoub,33.107019,10.35388,ADM4 row / research sector code 53541891; dated ADM3 parent 5354,
imada,53541890,5354,السند,Sened,33.154075,10.39483,ADM4 row / research sector code 53541890; dated ADM3 parent 5354,
imada,53511864,5351,بني بلال,Beni Belal,32.926812,10.630771,ADM4 row / research sector code 53511864; dated ADM3 parent 5351,
imada,53511863,5351,القلعة الغربية,El Galâa Ouest,32.664447,10.480591,ADM4 row / research sector code 53511863; dated ADM3 parent 5351,
imada,53541889,5354,بئر الاحمر الغربية,Bir Lahmar Ouest,33.18164,10.402363,ADM4 row / research sector code 53541889; dated ADM3 parent 5354,
imada,53511862,5351,القلعة الشرقية,El Galâa Est,32.637279,10.597903,ADM4 row / research sector code 53511862; dated ADM3 parent 5351,
imada,53541888,5354,بئر الاحمر الشرقية,Bir Lahmar Est,33.181486,10.526277,ADM4 row / research sector code 53541888; dated ADM3 parent 5354,
imada,53511861,5351,السعادة,Essâada,32.884205,10.721028,ADM4 row / research sector code 53511861; dated ADM3 parent 5351,
imada,53551901,5355,قصر الحدادة,Ksar El Haddada,33.113875,10.301035,ADM4 row / research sector code 53551901; dated ADM3 parent 5355,
imada,53551900,5355,قرماسة,Guermassa,33.020584,10.106638,ADM4 row / research sector code 53551900; dated ADM3 parent 5355,
imada,53551899,5355,الفرش,El Ferch,32.986857,10.3217,ADM4 row / research sector code 53551899; dated ADM3 parent 5355,
imada,53511853,5351,وادي القمح,Oued El Gemah,32.923719,10.46604,ADM4 row / research sector code 53511853; dated ADM3 parent 5351,
imada,53571910,5357,كنبوت,Kenbout,32.18529,10.108653,ADM4 row / research sector code 53571910; dated ADM3 parent 5357,
imada,53521868,5352,المزطورية الشمالية,El Maztouria Nord,32.864248,10.473522,ADM4 row / research sector code 53521868; dated ADM3 parent 5352,
imada,53571909,5357,نكريف,Nekrif,32.096745,10.386934,ADM4 row / research sector code 53571909; dated ADM3 parent 5357,
imada,53521867,5352,المزطورية الجنوبية,El Maztouria Sud,32.840106,10.478898,ADM4 row / research sector code 53521867; dated ADM3 parent 5352,
imada,53571908,5357,رمادة الغربية,Rémada Ouest,32.085092,9.557941,ADM4 row / research sector code 53571908; dated ADM3 parent 5357,
imada,53521866,5352,تطاوين العليا,Tataouine Superieure,32.922001,10.449901,ADM4 row / research sector code 53521866; dated ADM3 parent 5352,
imada,53571907,5357,رمادة الشرقية,Rémada Est,32.439342,10.431694,ADM4 row / research sector code 53571907; dated ADM3 parent 5357,
imada,53521865,5352,تطاوين المدينة,Tataouine Ville,32.930968,10.446647,ADM4 row / research sector code 53521865; dated ADM3 parent 5352,
imada,53551904,5355,وادي الخيل,Oued El Khil,33.148834,10.329727,ADM4 row / research sector code 53551904; dated ADM3 parent 5355,
imada,53551903,5355,قصر المرابطين,Ksar El Mourabitine,33.036206,10.405223,ADM4 row / research sector code 53551903; dated ADM3 parent 5355,
imada,53551902,5355,المدينة الجديدة,Nouvelle Medina,33.065844,10.266999,ADM4 row / research sector code 53551902; dated ADM3 parent 5355,
imada,53521879,5352,بني بركة - تونكت,Beni Barka - Tounket,32.892143,10.474641,ADM4 row / research sector code 53521879; dated ADM3 parent 5352,
imada,53521878,5352,بئر الثلاثين,Bir Thalathine,32.71004,10.356372,ADM4 row / research sector code 53521878; dated ADM3 parent 5352,
imada,53511857,5351,المعونة,El Maouna,33.036354,10.666462,ADM4 row / research sector code 53511857; dated ADM3 parent 5351,
imada,53511856,5351,وادي الغار,Oued El Ghar,33.012006,10.543041,ADM4 row / research sector code 53511856; dated ADM3 parent 5351,
imada,53531880,5353,كرشاو,Kerchaou,33.052164,10.772096,ADM4 row / research sector code 53531880; dated ADM3 parent 5353,
imada,53511855,5351,تلالت,Telelt,32.975127,10.412476,ADM4 row / research sector code 53511855; dated ADM3 parent 5351,
imada,53511854,5351,برورمت,Berourmet,32.972621,10.456821,ADM4 row / research sector code 53511854; dated ADM3 parent 5351,
imada,53511851,5351,التضامن,Ettadhamen,32.921009,10.462491,ADM4 row / research sector code 53511851; dated ADM3 parent 5351,
imada,53561906,5356,ذهبية الغربية,Dhehbia Ouest,31.825642,10.327184,ADM4 row / research sector code 53561906; dated ADM3 parent 5356,
imada,53511850,5351,النزهة,En-Nozha,32.937747,10.454262,ADM4 row / research sector code 53511850; dated ADM3 parent 5351,
imada,53561905,5356,ذهبية الشرقية,Dhehbia Est,32.20328,10.829016,ADM4 row / research sector code 53561905; dated ADM3 parent 5356,
imada,53521871,5352,قصر المقابلة,Ksar El Moukabala,32.923424,10.424017,ADM4 row / research sector code 53521871; dated ADM3 parent 5352,
imada,53531882,5353,الغر ياني,El Ghariani,32.965737,10.98369,ADM4 row / research sector code 53531882; dated ADM3 parent 5353,
imada,53571913,5357,مغني,Meghani,32.334713,10.649503,ADM4 row / research sector code 53571913; dated ADM3 parent 5357,
imada,53531881,5353,الصمار,Smar,33.039919,10.906817,ADM4 row / research sector code 53531881; dated ADM3 parent 5353,
imada,53571912,5357,برج الخضراء,Borj El Khadhra,31.025822,9.771459,ADM4 row / research sector code 53571912; dated ADM3 parent 5357,
imada,53571911,5357,بئر عمير,Bir Amir,32.553022,9.31348,ADM4 row / research sector code 53571911; dated ADM3 parent 5357,
imada,53521870,5352,حي البر,Cité El Barr,32.917456,10.423431,ADM4 row / research sector code 53521870; dated ADM3 parent 5352,
imada,53521877,5352,راس الوادي,Ras El Ouedi,32.705914,10.120944,ADM4 row / research sector code 53521877; dated ADM3 parent 5352,
imada,53521876,5352,الرقبة,Erroghba,32.902851,10.422562,ADM4 row / research sector code 53521876; dated ADM3 parent 5352,
imada,53521875,5352,المسرب,El Mesreb,32.865437,10.38429,ADM4 row / research sector code 53521875; dated ADM3 parent 5352,
imada,53521874,5352,الدويرات,Eddouiret,32.827361,10.096642,ADM4 row / research sector code 53521874; dated ADM3 parent 5352,
imada,53521869,5352,غرغار,Gharghar,32.915014,10.440039,ADM4 row / research sector code 53521869; dated ADM3 parent 5352,
imada,53521873,5352,شنني,Chenini,32.941237,10.170751,ADM4 row / research sector code 53521873; dated ADM3 parent 5352,
imada,2251689,2251,العزيمة,El Azima,36.547156,8.873434,ADM4 row / research sector code 2251689; dated ADM3 parent 2251,
imada,2251682,2251,الملقي,El Malga,36.509763,8.827278,ADM4 row / research sector code 2251682; dated ADM3 parent 2251,
imada,2251684,2251,سوق السبت,Souk Es-Sebt,36.483223,8.898884,ADM4 row / research sector code 2251684; dated ADM3 parent 2251,
imada,2251685,2251,العيثة,El Aitha,36.470918,8.871872,ADM4 row / research sector code 2251685; dated ADM3 parent 2251,
imada,2251686,2251,عين كريمة,Aïn Karima,36.444017,8.860588,ADM4 row / research sector code 2251686; dated ADM3 parent 2251,
imada,2251683,2251,التطور,Ettataouer,36.474111,8.802377,ADM4 row / research sector code 2251683; dated ADM3 parent 2251,
imada,2251687,2251,معلة,Mâalla,36.42068,8.804962,ADM4 row / research sector code 2251687; dated ADM3 parent 2251,
imada,2251681,2251,السعادة,Es-Sâada,36.451942,8.762526,ADM4 row / research sector code 2251681; dated ADM3 parent 2251,
imada,2251688,2251,الجريف,El Jerif,36.429157,8.708394,ADM4 row / research sector code 2251688; dated ADM3 parent 2251,
imada,2253703,2253,البراهمي,El Brahmi,36.604901,8.892835,ADM4 row / research sector code 2253703; dated ADM3 parent 2253,
imada,2253705,2253,بير الاخضر,Bir Lakhdar,36.571448,8.954721,ADM4 row / research sector code 2253705; dated ADM3 parent 2253,
imada,2253704,2253,المرجي,El Marja,36.527864,8.929347,ADM4 row / research sector code 2253704; dated ADM3 parent 2253,
imada,2253708,2253,سيدي عبيد,Sidi Abid,36.481066,8.985564,ADM4 row / research sector code 2253708; dated ADM3 parent 2253,
imada,2253706,2253,الكدية,El Koudia,36.546352,9.002753,ADM4 row / research sector code 2253706; dated ADM3 parent 2253,
imada,2253707,2253,المنقوش,El Msanghouche,36.554763,9.044445,ADM4 row / research sector code 2253707; dated ADM3 parent 2253,
imada,2253702,2253,الروماني,Erroumani,36.619405,9.024309,ADM4 row / research sector code 2253702; dated ADM3 parent 2253,
imada,2253700,2253,بوسالم الشمالية,Bou Salem Nord,36.606728,8.949868,ADM4 row / research sector code 2253700; dated ADM3 parent 2253,
imada,2259761,2259,عسيلة,Assila,36.632289,8.973565,ADM4 row / research sector code 2259761; dated ADM3 parent 2259,
imada,2253701,2253,بوسالم الجنوبية,Bou Salem Sud,36.605095,8.974528,ADM4 row / research sector code 2253701; dated ADM3 parent 2253,
imada,1566420,1566,الاطرش,Latrach,36.480629,10.478595,ADM4 row / research sector code 1566420; dated ADM3 parent 1566,
imada,51511687,5151,المنطقة الرابعة,Secteur (4),33.887537,10.109904,ADM4 row / research sector code 51511687; dated ADM3 parent 5151,
imada,51511686,5151,المنطقة الثالثة,Secteur (3),33.892986,10.092531,ADM4 row / research sector code 51511686; dated ADM3 parent 5151,
imada,51511685,5151,المنطقة الثانية,Secteur (2),33.876615,10.095095,ADM4 row / research sector code 51511685; dated ADM3 parent 5151,
